Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
79,-83.0002,1702,1635,0.190735,0.396729,0.335693,0.00762939,0.0610352,38,0.0152588,0.0228882,3,101
80,-84.0001,1702,1613,0.183105,0.404358,0.343323,0.00762939,0.0610352,38,0.00762939,0.0305176,3,100
81,-85.0002,1680,1668,0.183105,0.411987,0.350952,0.00762939,0.0610352,38,0.00762939,0.0228882,3,100
82,-86.0005,1702,1658,0.183105,0.404358,0.343323,0.00762939,0.0610352,37,0.00762939,0.0228882,3,100
83,-87.0003,1659,1673,0.190735,0.411987,0.350952,0.00762939,0.0610352,35,0.00762939,0.0228882,3,100
84,-88.0005,1702,1632,0.167847,0.419617,0.350952,0,0.0686646,34,0.00762939,0.0305176,3,100
85,-89.0004,1724,1622,0.175476,0.404358,0.343323,0.00762939,0.0610352,34,0.00762939,0.0228882,3,100
86,-90.0004,1702,1629,0.167847,0.419617,0.350952,0,0.0686646,33,0.00762939,0.0305176,3,100
87,-91.0001,1724,1685,0.175476,0.404358,0.343323,0.00762939,0.0610352,32,0.00762939,0.0228882,3,100
88,-92.0003,1702,1678,0.175476,0.411987,0.343323,0,0.0686646,31,0.00762939,0.0228882,3,100
89,-93.0005,1702,1675,0.183105,0.404358,0.343323,0.00762939,0.0610352,32,0.00762939,0.0228882,3,100
90,-94.0002,1702,1659,0.183105,0.404358,0.343323,0,0.0610352,31,0.00762939,0.0152588,3,100
91,-95.0001,1680,1637,0.190735,0.404358,0.343323,0.00762939,0.0610352,30,0.00762939,0.0228882,3,100
92,-96.0004,1724,1682,0.167847,0.411987,0.343323,0,0.0686646,30,0.00762939,0.0228882,3,100
93,-97.0001,1638,1685,0.183105,0.427246,0.366211,0.00762939,0.0610352,31,0.00762939,0.0228882,3,100
94,-98.0003,1659,1695,0.190735,0.411987,0.350952,0.00762939,0.0610352,31,0.00762939,0.0228882,3,100
95,-99.0003,1680,1683,0.183105,0.411987,0.350952,0.00762939,0.0610352,32,0.00762939,0.0305176,3,100
96,-100,1680,1624,0.175476,0.419617,0.350952,0.00762939,0.0686646,34,0.00762939,0.0228882,3,100
97,-101,1724,1668,0.175476,0.404358,0.343323,0.00762939,0.0610352,34,0.00762939,0.0228882,3,100
98,-102,1680,1649,0.183105,0.411987,0.343323,0,0.0686646,32,0.00762939,0.0228882,3,100
99,-103.001,1702,1657,0.183105,0.404358,0.343323,0.00762939,0.0610352,34,0.00762939,0.0228882,3,100
100,-104,1680,1628,0.190735,0.404358,0.343323,0.00762939,0.0610352,35,0.00762939,0.0228882,3,100
101,-105,1680,1638,0.190735,0.404358,0.343323,0.00762939,0.0610352,35,0.00762939,0.0228882,3,100
102,-106,1702,1661,0.175476,0.411987,0.343323,0.00762939,0.0686646,33,0.00762939,0.0228882,3,100
103,-107,1702,1652,0.175476,0.411987,0.343323,0.00762939,0.0686646,33,0.00762939,0.0228882,3,100
104,-108,1680,1646,0.190735,0.404358,0.343323,0.00762939,0.0610352,33,0.00762939,0.0228882,3,100
105,-109,1680,1659,0.183105,0.411987,0.343323,0,0.0686646,33,0.00762939,0.0305176,3,100
106,-110,1659,1645,0.190735,0.411987,0.343323,0.00762939,0.0686646,33,0.00762939,0.0228882,3,100
107,-111,1702,1664,0.175476,0.411987,0.343323,0,0.0686646,34,0.00762939,0.0305176,3,100
