Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),Text Calculation (ms),Text Render (ms),Trees Count,Tree Calculation (ms),Tree Render (ms)
105,-1,548,635,1.61743,0.205994,0.0228882,0.0305176,38,0.0152588,0.0152588
106,-1,550,662,1.50299,0.312805,0.0228882,0.0152588,38,0.0228882,0.0457764
107,0,532,609,1.66321,0.213623,0.0228882,0.0228882,35,0.0228882,0.0228882
108,0,528,655,1.67084,0.221252,0.0228882,0.0305176,35,0.0228882,0.0152588
109,0,526,615,1.73187,0.167847,0.0228882,0.0228882,35,0.00762939,0.0152588
110,0,548,655,1.57166,0.25177,0.0228882,0.0152588,35,0.0228882,0.0228882
111,0,534,621,1.64795,0.221252,0.0228882,0.0228882,35,0.0228882,0.0305176
112,0,528,635,1.67084,0.221252,0.0305176,0.0152588,35,0.0228882,0.0305176
113,0,524,654,1.69373,0.213623,0.0228882,0.0228882,35,0.0152588,0.0152588
114,0,693,645,1.21307,0.228882,0.0152588,0.0152588,35,0.0152588,0.0305176
115,0,520,654,1.69373,0.228882,0.0228882,0.0228882,35,0.0228882,0.0152588
116,0,693,652,1.20544,0.236511,0.0152588,0.0152588,35,0.0152588,0.0228882
117,0,528,649,1.64032,0.25177,0.0228882,0.0152588,35,0.0228882,0.0228882
118,0,522,634,1.70135,0.213623,0.0228882,0.0228882,35,0.0152588,0.0228882
119,0,539,650,1.64795,0.205994,0.0228882,0.0228882,35,0.0305176,0.0228882
120,0,689,627,1.23596,0.213623,0.00762939,0.0152588,35,0.0152588,0.0228882
121,0,524,652,1.69373,0.213623,0.0228882,0.0228882,35,0.0152588,0.0228882
122,0,541,643,1.67084,0.175476,0.0152588,0.0228882,35,0.0152588,0.0228882
123,0,532,632,1.70898,0.167847,0.0305176,0.0228882,35,0.0152588,0.0152588
124,0,689,652,1.26648,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
125,0,712,643,1.08337,0.320435,0.0152588,0.0152588,35,0.0305176,0.0305176
126,0,541,654,1.69373,0.152588,0.0152588,0.0152588,35,0.0152588,0.0152588
127,0,546,638,1.60217,0.228882,0.0152588,0.0305176,35,0.0152588,0.0305176
128,0,541,595,1.69373,0.152588,0.0152588,0,35,0.0152588,0.0152588
129,0,661,652,1.35803,0.152588,0.0152588,0.0152588,35,0.0152588,0.0152588
130,0,675,651,1.28174,0.198364,0.0152588,0.0152588,35,0.0152588,0.0152588
131,0,541,641,1.66321,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
132,-1,569,641,1.5564,0.198364,0.0152588,0.0305176,38,0.0152588,0.0152588
133,-1,574,663,1.57166,0.167847,0.0305176,0.0152588,38,0.0152588,0.0152588
134,-1,569,647,1.60217,0.152588,0.259399,0.0152588,38,0.0152588,0.0152588
135,0,541,652,1.69373,0.152588,0.0305176,0,35,0.0152588,0.0152588
136,0,682,644,1.20544,0.259399,0.0152588,0.0152588,35,0.0152588,0.0305176
137,0,537,602,1.67847,0.183105,0.0305176,0.0152588,35,0.0152588,0.0152588
138,0,550,640,1.64795,0.167847,0.0305176,0.0152588,35,0.0152588,0.0152588
139,0,630,646,1.41907,0.167847,0.0152588,0.0152588,35,0,0.0152588
140,0,648,618,1.40381,0.137329,0,0.0152588,35,0,0
141,0,546,655,1.61743,0.213623,0.0305176,0.0152588,35,0.0305176,0.0152588
142,0,682,638,1.25122,0.213623,0.0152588,0.0152588,35,0.0152588,0.0152588
143,0,546,618,1.63269,0.198364,0.0152588,0.0305176,35,0.0152588,0.0152588
144,0,564,649,1.60217,0.167847,0.0305176,0.0305176,35,0.0152588,0.0152588
145,0,642,646,1.37329,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
146,0,560,610,1.61743,0.167847,0.0152588,0.0305176,35,0.0152588,0.0152588
147,0,661,648,1.32751,0.183105,0,0.0152588,35,0.0152588,0.0305176
148,0,541,653,1.64795,0.198364,0.0152588,0.0305176,35,0.0152588,0.0152588
149,0,689,641,1.23596,0.213623,0.0152588,0.0152588,35,0.0152588,0.0305176
150,0,642,630,1.40381,0.152588,0,0.0152588,35,0.0152588,0
151,0,655,640,1.26648,0.259399,0.0152588,0.0152588,35,0.0152588,0.0305176
152,0,546,652,1.66321,0.167847,0.0152588,0.0152588,35,0.0152588,0.0152588
153,0,642,596,1.35803,0.198364,0.0152588,0,35,0.0152588,0.0305176
154,0,668,648,1.19019,0.305176,0.0152588,0.0305176,35,0.0305176,0.0305176
155,0,550,648,1.64795,0.167847,0.0152588,0.0305176,35,0.0152588,0.0152588
156,0,630,608,1.43433,0.152588,0.0152588,0.0152588,35,0.0152588,0
157,0,624,645,1.43433,0.167847,0.0152588,0.0152588,35,0.0152588,0.0152588
158,0,642,644,1.40381,0.152588,0.0152588,0,35,0.0152588,0.0152588
159,0,655,579,1.34277,0.183105,0.0152588,0,35,0.0152588,0.0152588
160,0,661,640,1.37329,0.137329,0.0152588,0.0152588,35,0,0.0152588
161,0,648,607,1.12915,0.411987,0.0152588,0.0152588,35,0.0305176,0.0457764
162,0,642,635,1.40381,0.152588,0.0152588,0,35,0,0.0152588
163,0,546,633,1.63269,0.198364,0.0305176,0.0305176,35,0.0152588,0.0152588
164,0,630,650,1.41907,0.167847,0.0152588,0,35,0.0152588,0.0152588
165,0,655,644,1.31226,0.213623,0.0152588,0.0152588,35,0.0152588,0.0305176
166,0,636,649,1.41907,0.152588,0.0152588,0.0152588,35,0,0.0152588
167,0,546,632,1.52588,0.305176,0.0152588,0.0152588,35,0.0305176,0.0305176
168,0,642,632,1.38855,0.167847,0,0.0152588,35,0.0152588,0.0152588
169,0,642,654,1.41907,0.137329,0,0.0152588,35,0.0152588,0.0152588
170,0,624,642,1.40381,0.198364,0.0152588,0.0152588,35,0.0152588,0.0152588
171,0,648,626,1.38855,0.152588,0.0152588,0,35,0.0152588,0.0152588
172,0,668,638,1.31226,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
173,0,668,630,1.34277,0.152588,0,0.0152588,35,0.0152588,0.0152588
174,0,648,638,1.28174,0.259399,0.0152588,0.0152588,35,0.0152588,0.0305176
175,0,636,650,1.41907,0.152588,0.0152588,0,35,0.0152588,0.0152588
176,0,636,639,1.14441,0.427246,0.0152588,0.0305176,35,0.0305176,0.0457764
177,0,636,585,1.37329,0.198364,0.0152588,0.0152588,35,0.0152588,0.0152588
178,0,648,650,1.38855,0.152588,0.0152588,0,35,0.0152588,0.0152588
179,0,648,649,1.35803,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
180,0,648,633,1.40381,0.137329,0.0152588,0,35,0,0.0152588
181,0,648,649,1.40381,0.137329,0,0.0152588,35,0.0152588,0.0152588
182,0,675,645,1.31226,0.167847,0,0.0152588,35,0,0.0305176
