Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),Text Calculation (ms),Text Render (ms),Trees Count,Tree Calculation (ms),Tree Render (ms)
218,0,1638,1696,0.335693,0.274658,0.0152588,0.106812,55,0.106812,0.0152588
219,0,1394,1581,0.396729,0.320435,0,0.152588,55,0.137329,0.0152588
220,0,1337,1726,0.473022,0.274658,0,0.12207,55,0.106812,0.0305176
221,0,1872,1607,0.274658,0.259399,0,0.106812,55,0.0915527,0.0305176
222,0,1771,1638,0.305176,0.259399,0,0.12207,55,0.106812,0.0152588
223,0,1680,1720,0.305176,0.289917,0,0.12207,55,0.106812,0.0152588
224,0,1680,1789,0.335693,0.259399,0.0152588,0.106812,55,0.106812,0.0152588
225,0,1820,1596,0.305176,0.244141,0,0.12207,55,0.0915527,0.0152588
226,0,1365,1711,0.350952,0.38147,0,0.12207,55,0.12207,0.0305176
227,0,1771,1679,0.305176,0.259399,0,0.12207,55,0.0915527,0.0152588
228,0,1771,1677,0.289917,0.274658,0,0.106812,55,0.106812,0.0152588
229,0,1985,1814,0.213623,0.289917,0.0152588,0.0457764,55,0.106812,0.0152588
230,0,2048,1882,0.213623,0.274658,0,0.0457764,55,0.0915527,0.0305176
231,0,1820,1957,0.259399,0.289917,0.0152588,0.0457764,55,0.106812,0.0152588
232,0,2048,1790,0.228882,0.259399,0,0.0457764,55,0.0915527,0.0305176
233,0,2184,1826,0.198364,0.259399,0,0.0457764,55,0.0915527,0.0152588
234,-1,2114,1904,0.213623,0.259399,0.0152588,0.0457764,55,0.0915527,0.0152588
235,-1,1985,1854,0.228882,0.274658,0.0152588,0.0457764,55,0.0915527,0.0152588
236,-1,1872,1811,0.244141,0.289917,0,0.0610352,55,0.0915527,0.0305176
237,0,2048,1878,0.228882,0.259399,0,0.0457764,55,0.106812,0.0152588
238,0,1872,1763,0.244141,0.289917,0,0.0610352,55,0.106812,0.0152588
239,0,1456,1850,0.305176,0.38147,0,0.0610352,55,0.0915527,0.0305176
240,0,1985,1827,0.228882,0.274658,0,0.0457764,55,0.0915527,0.0305176
241,0,2114,1866,0.213623,0.259399,0.0152588,0.0457764,55,0.0915527,0.0152588
242,0,1724,1733,0.305176,0.274658,0.0152588,0.12207,55,0.106812,0.0152588
243,0,1680,1661,0.305176,0.289917,0,0.12207,55,0.106812,0.0152588
244,0,1680,1634,0.305176,0.289917,0,0.12207,55,0.106812,0.0152588
245,0,1724,1657,0.305176,0.274658,0,0.12207,55,0.0915527,0.0305176
246,0,1680,1755,0.335693,0.259399,0,0.137329,55,0.0915527,0.0305176
247,0,1724,1710,0.305176,0.274658,0,0.12207,55,0.106812,0.0152588
248,0,1560,1527,0.366211,0.274658,0.0152588,0.137329,55,0.0915527,0.0305176
249,0,1724,1700,0.320435,0.259399,0,0.12207,55,0.0915527,0.0152588
250,0,1771,1599,0.289917,0.274658,0,0.106812,55,0.0915527,0.0305176
251,0,1598,1748,0.289917,0.335693,0,0.12207,55,0.106812,0.0305176
252,0,1489,1707,0.335693,0.335693,0,0.152588,55,0.152588,0
253,0,1820,1653,0.274658,0.274658,0,0.0915527,55,0.0915527,0.0305176
254,0,1820,1635,0.274658,0.274658,0.0305176,0.0915527,55,0.0915527,0
255,0,1927,1556,0.213623,0.305176,0,0.0610352,55,0.0915527,0.0305176
256,0,1927,1982,0.244141,0.274658,0,0.0610352,55,0.0915527,0.0305176
257,0,1927,1913,0.244141,0.274658,0,0.0610352,55,0.0915527,0.0305176
258,0,1820,1709,0.213623,0.335693,0,0.0305176,55,0.12207,0.0305176
259,0,1724,1998,0.274658,0.305176,0,0.0915527,55,0.12207,0.0305176
260,-1,2048,1997,0.213623,0.274658,0,0.0610352,55,0.0915527,0.0305176
261,-1,1927,1627,0.244141,0.274658,0,0.0610352,55,0.0915527,0.0305176
262,-1,2048,1940,0.244141,0.244141,0,0.0610352,55,0.0915527,0.0305176
263,0,1927,1926,0.213623,0.305176,0,0.0610352,55,0.0915527,0.0305176
264,0,1724,1869,0.305176,0.274658,0,0.0915527,55,0.0915527,0.0305176
265,0,1724,1887,0.274658,0.305176,0,0.0610352,55,0.0915527,0.0305176
266,0,2048,1916,0.213623,0.274658,0,0.0610352,55,0.0915527,0.0305176
267,0,1927,1844,0.213623,0.305176,0,0.0610352,55,0.0915527,0.0305176
268,0,1820,1876,0.244141,0.305176,0,0.0610352,55,0.0915527,0.0305176
269,0,1638,1690,0.305176,0.305176,0,0.12207,55,0.0915527,0.0305176
270,0,1820,1778,0.274658,0.274658,0,0.12207,55,0.0915527,0.0610352
271,0,1638,1734,0.305176,0.305176,0,0.12207,55,0.12207,0.0305176
272,0,1820,1652,0.274658,0.274658,0,0.12207,55,0.0915527,0.0305176
273,0,885,1465,0.640869,0.488281,0.0305176,0.213623,55,0.183105,0.0305176
274,0,1724,1760,0.274658,0.305176,0,0.12207,55,0.0915527,0.0305176
275,0,1724,1635,0.305176,0.274658,0,0.152588,55,0.0915527,0.0305176
276,0,1560,1708,0.335693,0.305176,0,0.152588,55,0.0915527,0.0305176
277,0,1638,1578,0.335693,0.274658,0,0.12207,55,0.0915527,0.0305176
278,0,1820,1812,0.305176,0.244141,0,0.12207,55,0.0915527,0
279,0,1820,1632,0.274658,0.274658,0,0.12207,55,0.0915527,0.0305176
280,0,1724,1672,0.305176,0.274658,0,0.152588,55,0.12207,0
281,0,1489,1716,0.305176,0.366211,0,0.12207,55,0.12207,0.0305176
282,0,1724,1749,0.335693,0.244141,0,0.0610352,55,0.0610352,0.0305176
283,0,2048,1858,0.213623,0.274658,0,0.0610352,55,0.0915527,0.0305176
284,0,2184,2024,0.213623,0.244141,0.0305176,0.0305176,55,0.0915527,0
285,0,1560,1681,0.305176,0.335693,0,0.0305176,55,0.12207,0.0305176
286,0,1489,1907,0.335693,0.335693,0,0.12207,55,0.152588,0
287,0,1724,1935,0.305176,0.274658,0.0305176,0.0305176,55,0.12207,0
288,-2.52089,1724,1957,0.244141,0.335693,0,0.0610352,56,0.12207,0.0305176
289,-5.46958,1927,1815,0.244141,0.274658,0,0.0610352,55,0.0915527,0
290,-5.49738,1927,1807,0.244141,0.274658,0,0.0610352,57,0.12207,0
291,-2.56224,1820,1923,0.244141,0.305176,0,0.0610352,55,0.12207,0.0305176
292,-1.01845,1820,1830,0.244141,0.305176,0,0.0610352,55,0.0915527,0.0305176
293,-3.15364,1638,1686,0.305176,0.305176,0,0.12207,55,0.0915527,0.0305176
294,-5.80275,1638,1727,0.305176,0.305176,0,0.152588,56,0.12207,0.0305176
295,-5.03686,1724,1608,0.305176,0.274658,0,0.12207,55,0.12207,0
296,-1.99084,1927,1739,0.244141,0.274658,0,0.0915527,55,0.0915527,0.0305176
297,-1.18408,1489,1669,0.335693,0.335693,0,0.12207,55,0.12207,0.0305176
298,0,1927,1862,0.213623,0.305176,0,0.0610352,55,0.0915527,0.0305176
299,0,1927,1858,0.244141,0.274658,0,0.0610352,55,0.0915527,0.0305176
300,0,1927,1854,0.244141,0.274658,0,0.0610352,55,0.0915527,0.0305176
