Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
144,-148.001,327,317,1.49536,1.5564,1.54114,0.0305176,0.0152588,34,0.0457764,0.152588,0,0
145,-149,339,335,1.51062,1.43433,1.41907,0.0305176,0.0152588,34,0.0305176,0.0915527,0,0
146,-150.003,270,315,1.28174,2.41089,2.38037,0.0152588,0.0305176,34,0.0457764,0.0915527,0,0
147,-151.002,256,311,1.57166,2.33459,2.31934,0.0305176,0.0152588,34,0.0610352,0.137329,0,0
148,-152.003,273,319,1.20544,2.45667,2.44141,0.0305176,0.0152588,35,0.0305176,0.106812,0,0
149,-153.002,266,331,2.21252,1.54114,1.4801,0.0610352,0.0610352,35,0.0610352,0.213623,0,0
150,-154.001,322,302,2.21252,0.88501,0.854492,0.0152588,0.0305176,35,0.0305176,0.0762939,0,0
151,-155.001,253,321,2.39563,1.5564,1.52588,0.0305176,0.0305176,35,0.0457764,0.152588,0,0
152,-156.001,303,310,1.72424,1.57166,1.54114,0.0305176,0.0305176,36,0.0610352,0.167847,0,0
153,-157.002,274,311,2.22778,1.41907,1.37329,0.0457764,0.0457764,36,0.0610352,0.183105,0,0
154,-158.001,356,354,1.77002,1.0376,1.02234,0.0152588,0.0152588,36,0.0305176,0.0762939,0,0
155,-159.001,327,334,1.34277,1.70898,1.67847,0.0305176,0.0305176,36,0.0457764,0.198364,0,0
156,-160.001,330,327,1.25122,1.77002,1.72424,0.0457764,0.0457764,34,0.0457764,0.244141,0,0
157,-161,327,308,2.24304,0.808716,0.793457,0.0152588,0.0152588,34,0.0152588,0.0610352,0,0
158,-162.001,341,329,1.92261,1.00708,1.00708,0.0152588,0,34,0.0152588,0.0610352,0,0
159,-163.002,264,331,2.70081,1.08337,1.06812,0.0305176,0.0152588,34,0.0305176,0.0915527,0,0
160,-164.001,332,324,1.77002,1.23596,1.2207,0.0152588,0.0152588,35,0.0152588,0.0762939,0,0
161,-165.003,263,330,1.83105,1.96838,1.93787,0.0305176,0.0305176,35,0.0610352,0.183105,0,0
162,-166.001,343,333,1.77002,1.14441,1.12915,0.0152588,0.0152588,36,0.0305176,0.0762939,0,0
163,-167.001,330,326,1.96838,1.05286,1.0376,0.0305176,0.0152588,35,0.0305176,0.0762939,0,0
164,-168.002,273,308,2.5177,1.14441,1.11389,0.0152588,0.0305176,35,0.0305176,0.12207,0,0
165,-169.002,350,328,1.54114,1.31226,1.28174,0.0305176,0.0305176,34,0.0457764,0.106812,0,0
166,-170.003,275,310,1.8158,1.8158,1.80054,0.0305176,0.0152588,34,0.0457764,0.167847,0,0
167,-171.002,249,346,2.68555,1.32751,1.297,0.0305176,0.0305176,34,0.0305176,0.12207,0,0
168,-172.001,330,330,1.92261,1.09863,1.08337,0.0305176,0.0152588,34,0.0305176,0.0610352,0,0
169,-173.003,244,332,2.12097,1.96838,1.93787,0.0305176,0.0305176,34,0.0762939,0.183105,0,0
170,-174.001,316,284,1.5564,1.60217,1.57166,0.0152588,0.0305176,35,0.0457764,0.152588,0,0
171,-175.001,332,333,2.01416,0.991821,0.976562,0.0152588,0.0152588,34,0.0305176,0.0762939,0,0
172,-176.001,329,292,1.67847,1.35803,1.34277,0.0152588,0.0152588,33,0.0305176,0.0915527,0,0
173,-177.001,252,318,2.33459,1.63269,1.60217,0.0305176,0.0305176,33,0.0457764,0.137329,0,0
174,-178.003,269,336,1.72424,1.98364,1.95312,0.0305176,0.0305176,32,0.0610352,0.167847,0,0
175,-179.003,266,311,1.77002,1.98364,1.95312,0.0305176,0.0305176,33,0.0610352,0.137329,0,0
176,-180.001,261,343,2.15149,1.67847,1.64795,0.0305176,0.0305176,33,0.0457764,0.198364,0,0
177,-181.001,339,313,1.92261,1.02234,1.00708,0.0305176,0.0152588,32,0.0610352,0.137329,0,0
178,-182.001,356,306,1.25122,1.5564,1.52588,0.0305176,0.0305176,32,0.0457764,0.152588,0,0
179,-183.001,354,304,1.95312,0.869751,0.854492,0.0152588,0.0152588,31,0.0305176,0.0610352,0,0
180,-184.002,242,332,2.99072,1.12915,1.11389,0.0305176,0.0152588,32,0.0457764,0.137329,0,0
181,-185.001,343,318,1.58691,1.32751,1.31226,0.0305176,0.0152588,32,0.0305176,0.106812,0,0
182,-186.001,334,324,1.7395,1.25122,1.23596,0.0152588,0.0152588,32,0.0152588,0.0762939,0,0
183,-187.002,261,312,2.13623,1.69373,1.64795,0.0457764,0.0457764,32,0.0457764,0.167847,0,0
184,-188.001,339,333,1.78528,1.15967,1.14441,0.0152588,0.0152588,35,0.0305176,0.0610352,0,0
185,-189.003,261,338,1.86157,1.96838,1.95312,0.0610352,0.0152588,35,0.0610352,0.183105,0,0
186,-190.001,324,317,1.44958,1.63269,1.60217,0.0305176,0.0305176,37,0.0610352,0.183105,0,0
187,-191.001,327,327,1.80054,1.25122,1.23596,0.0152588,0.0152588,37,0.0305176,0.0762939,0,0
188,-192.001,350,320,1.51062,1.34277,1.32751,0.0305176,0.0152588,37,0.0457764,0.12207,0,0
189,-193.001,322,320,2.02942,1.06812,1.05286,0.0152588,0.0152588,37,0.0305176,0.0915527,0,0
190,-194.001,252,312,2.34985,1.61743,1.58691,0.0457764,0.0305176,37,0.0610352,0.152588,0,0
191,-195.003,254,308,1.77002,2.16675,2.13623,0.0305176,0.0305176,38,0.0610352,0.183105,0,0
192,-196.001,321,315,1.297,1.8158,1.78528,0.0457764,0.0305176,36,0.0610352,0.259399,0,0
193,-197.002,247,309,2.41089,1.63269,1.60217,0.0305176,0.0305176,37,0.0457764,0.167847,0,0
194,-198.003,287,303,1.80054,1.67847,1.63269,0.0457764,0.0457764,36,0.198364,0.137329,0,0
195,-199.002,330,300,1.20544,1.8158,1.75476,0.0305176,0.0610352,36,0.0457764,0.167847,0,0
196,-200.008,240,251,1.5564,2.60925,2.59399,0.0610352,0.0152588,35,0.0457764,0.12207,0,0
197,-201.002,188,293,2.63977,2.65503,2.62451,0.0305176,0.0305176,35,0.0915527,0.411987,0,0
198,-202.006,461,287,0.289917,1.87683,1.84631,0.0152588,0.0305176,35,0.0457764,0.137329,0,0
199,-203.002,310,305,1.2207,1.9989,1.98364,0.0457764,0.0152588,35,0.0305176,0.137329,0,0
200,-204.002,302,294,0.289917,3.02124,3.00598,0.0152588,0.0152588,35,0.0457764,0.106812,0,0
201,-205.001,343,297,1.52588,1.38855,1.35803,0.0305176,0.0305176,35,0.0457764,0.152588,0,0
202,-206,445,295,0.762939,1.4801,1.44958,0.0457764,0.0305176,33,0.0305176,0.12207,0,0
203,-207.002,250,296,2.80762,1.19019,1.15967,0.0305176,0.0305176,34,0.12207,0.12207,0,0
204,-208,329,317,1.57166,1.46484,1.44958,0.0305176,0.0152588,34,0.0457764,0.106812,0,0
205,-209.005,516,296,0.305176,1.63269,1.61743,0.0152588,0.0152588,34,0.0457764,0.106812,0,0
206,-210.002,260,263,2.30408,1.54114,1.51062,0.0305176,0.0305176,34,0.0457764,0.198364,0,0
207,-211,149,307,4.66919,1.9989,1.96838,0.0457764,0.0305176,35,0.0915527,0.259399,0,0
208,-212,307,290,1.69373,1.5564,1.54114,0.0305176,0.0152588,36,0.0457764,0.167847,0,0
209,-213.003,250,315,1.7395,2.2583,2.22778,0.0305176,0.0305176,36,0.0915527,0.152588,0,0
210,-214.002,243,300,1.90735,2.19727,2.15149,0.0457764,0.0457764,35,0.137329,0.457764,0,0
211,-215.001,332,310,1.4801,1.52588,1.49536,0.0305176,0.0305176,34,0.0610352,0.137329,0,0
212,-216.001,299,303,1.7395,1.60217,1.57166,0.0305176,0.0305176,34,0.0457764,0.152588,0,0
213,-217.001,336,310,1.64795,1.32751,1.297,0.12207,0.0305176,34,0.0610352,0.106812,0,0
214,-218.001,273,322,2.30408,1.35803,1.34277,0.0305176,0.0152588,37,0.0457764,0.12207,0,0
215,-219.002,229,304,2.85339,1.49536,1.46484,0.0305176,0.0305176,38,0.0457764,0.152588,0,0
216,-220,352,337,1.49536,1.34277,1.32751,0.0305176,0.0152588,37,0.0457764,0.12207,0,0
217,-221,266,304,2.04468,1.70898,1.67847,0.0457764,0.0305176,36,0.0457764,0.228882,0,0
218,-222.001,256,333,2.27356,1.63269,1.61743,0.0457764,0.0152588,38,0.0457764,0.167847,0,0
219,-223.002,252,314,2.54822,1.41907,1.38855,0.0305176,0.0305176,38,0.0457764,0.106812,0,0
220,-224.002,248,309,2.5177,1.51062,1.49536,0.0457764,0.0152588,36,0.0457764,0.152588,0,0
221,-225.001,295,307,1.72424,1.66321,1.63269,0.0305176,0.0305176,36,0.0610352,0.152588,0,0
222,-226.002,257,312,2.45667,1.43433,1.40381,0.0305176,0.0305176,37,0.0457764,0.152588,0,0
223,-227.001,330,321,1.37329,1.64795,1.61743,0.0305176,0.0305176,37,0.0610352,0.167847,0,0
224,-228.003,258,324,1.80054,2.0752,2.04468,0.0305176,0.0305176,37,0.0610352,0.167847,0,0
225,-229.002,259,306,2.27356,1.58691,1.57166,0.0305176,0.0152588,36,0.0610352,0.198364,0,0
226,-230.002,238,322,2.60925,1.58691,1.52588,0.0457764,0.0610352,36,0.0457764,0.198364,0,0
227,-231.003,262,296,1.86157,1.95312,1.92261,0.0305176,0.0305176,38,0.0610352,0.213623,0,0
228,-232.002,245,310,2.2583,1.8158,1.78528,0.0305176,0.0305176,37,0.0610352,0.167847,0,0
229,-233,324,310,1.64795,1.43433,1.40381,0.0152588,0.0305176,37,0.0610352,0.137329,0,0
230,-234.001,304,294,1.64795,1.63269,1.60217,0.0305176,0.0305176,37,0.0457764,0.152588,0,0
231,-235.002,282,311,2.10571,1.43433,1.40381,0.0305176,0.0305176,34,0.0305176,0.12207,0,0
