Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
86,-89.9975,283,282,0.793457,2.73895,1.84631,0.0152588,0.892639,47,0.564575,0.0686646,3,98
87,-90.9996,301,294,0.953674,2.36511,1.297,0.0152588,1.06812,47,0.686646,0.282288,3,98
88,-91.9972,289,294,0.808716,2.6474,1.54877,0.0152588,1.09863,46,0.556946,0.0915527,3,98
89,-92.9974,333,297,0.740051,2.2583,1.39618,0.0228882,0.862122,46,0.50354,0.0686646,3,98
90,-93.9994,248,313,1.28174,2.73895,1.51062,0.0534058,1.22833,45,0.923157,0.106812,3,98
91,-94.9985,243,298,0.785828,3.32642,1.62506,0.0228882,1.70135,44,0.602722,0.137329,3,98
92,-95.9988,268,319,1.04523,2.67792,1.28174,0.038147,1.39618,45,0.686646,0.152588,3,98
93,-96.9996,262,287,0.762939,3.04413,2.00653,0.0305176,1.0376,45,0.595093,0.106812,3,99
94,-97.9973,280,293,0.732422,2.83051,1.38855,0.0228882,1.44196,46,0.534058,0.0839233,3,99
95,-98.9975,271,281,0.747681,2.92969,1.44196,0.0228882,1.48773,46,0.549316,0.0839233,3,99
96,-99.9976,215,306,0.839233,3.79181,1.80054,0.0228882,1.99127,46,0.579834,0.0686646,3,99
97,-100.999,247,302,0.87738,3.1662,1.95312,0.038147,1.21307,47,0.679016,0.190735,3,99
98,-101.998,269,305,0.87738,2.83051,1.58691,0.0228882,1.24359,48,0.709534,0.1297,3,99
99,-102.998,319,298,0.785828,2.34222,1.43433,0.0228882,0.907898,48,0.617981,0.0762939,3,98
100,-104,293,281,0.770569,2.63977,1.19781,0.0534058,1.44196,45,0.587463,0.12207,3,98
101,-104.997,362,291,0.686646,2.0752,1.08337,0.0152588,0.991821,46,0.511169,0.0686646,3,98
102,-106,246,291,0.892639,3.1662,1.87683,0.0152588,1.28937,44,0.602722,0.106812,3,98
103,-106.996,251,259,0.953674,3.02887,1.43433,0.0228882,1.59454,45,0.740051,0.0839233,3,98
104,-107.998,271,278,0.770569,2.9068,1.10626,0.038147,1.80054,46,0.564575,0.0762939,3,98
105,-108.999,272,315,0.946045,2.72369,1.69373,0.0305176,1.02997,46,0.770569,0.205994,3,98
106,-109.998,300,311,0.717163,2.60925,1.20544,0.0152588,1.40381,49,0.518799,0.0762939,3,97
107,-110.999,280,264,0.869751,2.70081,1.30463,0.0534058,1.39618,49,0.587463,0.0991821,3,97
108,-111.999,249,308,1.21307,2.79236,1.4801,0.0228882,1.31226,49,1.02234,0.137329,3,97
109,-113,225,312,0.984192,3.44849,2.2583,0.0228882,1.19019,50,0.579834,0.0839233,3,97
110,-113.998,244,296,0.747681,3.34167,1.23596,0.0228882,2.10571,50,0.572205,0.106812,3,97
111,-114.998,240,282,0.801086,3.3493,1.6098,0.0457764,1.7395,48,0.602722,0.12207,3,97
112,-115.998,239,301,0.801086,3.37219,1.67847,0.0152588,1.69373,48,0.564575,0.0762939,3,96
113,-116.999,275,278,0.801086,2.83051,1.6861,0.0534058,1.14441,49,0.610352,0.114441,3,96
114,-117.999,277,282,0.907898,2.69318,1.33514,0.0228882,1.35803,49,0.740051,0.137329,3,96
115,-118.998,312,306,0.701904,2.50244,1.1673,0.0152588,1.33514,52,0.511169,0.0839233,3,96
116,-119.998,312,305,0.717163,2.48718,1.19781,0.0228882,1.28937,52,0.541687,0.0915527,3,96
117,-120.997,312,308,0.915527,2.28882,1.06812,0.0152588,1.2207,52,0.518799,0.0762939,3,96
118,-121.999,267,299,0.846863,2.89154,1.27411,0.0305176,1.61743,52,0.640869,0.221252,3,95
119,-122.998,325,284,0.770569,2.30408,1.02997,0.0152588,1.27411,51,0.488281,0.0686646,3,95
120,-123.999,245,313,1.84631,2.22015,1.08337,0.0152588,1.13678,53,0.526428,0.0762939,3,95
121,-124.998,322,290,0.823975,2.27356,1.3504,0.0228882,0.923157,53,0.640869,0.0991821,3,95
122,-125.998,303,295,0.694275,2.60162,1.21307,0.0152588,1.38855,54,0.518799,0.0762939,3,96
123,-126.999,300,313,0.869751,2.45667,1.19781,0.0305176,1.25885,55,0.679016,0.152588,3,96
124,-127.999,261,282,0.823975,3.00598,1.7395,0.0305176,1.26648,55,0.640869,0.106812,3,96
125,-128.998,260,288,0.854492,2.99072,1.41907,0.0152588,1.57166,55,0.564575,0.106812,3,96
126,-129.998,264,304,1.08337,2.70081,1.37329,0.0305176,1.32751,55,0.793457,0.152588,3,95
127,-131,247,306,0.762939,3.28064,1.95312,0.0305176,1.32751,55,0.595093,0.12207,3,95
128,-131.997,368,292,0.671387,2.04468,1.05286,0.0152588,0.991821,55,0.518799,0.0762939,3,95
129,-132.999,262,298,1.11389,2.70081,1.7395,0.0152588,0.961304,53,0.88501,0.0915527,3,95
130,-133.998,213,321,0.823975,3.86047,1.7395,0.0305176,2.12097,53,0.656128,0.152588,3,95
131,-134.998,265,292,0.900269,2.86865,1.4801,0.0152588,1.38855,52,0.564575,0.0762939,3,95
