Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
68,-71.9997,648,650,0.564575,0.976562,0.762939,0.0228882,0.213623,43,0.267029,0.038147,3,98
69,-72.9987,668,638,0.602722,0.892639,0.679016,0.0152588,0.213623,43,0.259399,0.0305176,3,98
70,-73.9994,636,658,0.602722,0.968933,0.75531,0.0152588,0.213623,42,0.267029,0.0457764,3,99
71,-74.9991,639,629,0.63324,0.930786,0.717163,0.0152588,0.213623,43,0.289917,0.038147,3,99
72,-75.9994,675,662,0.541687,0.938416,0.724792,0.0228882,0.213623,42,0.259399,0.038147,3,99
73,-76.9998,668,655,0.572205,0.923157,0.709534,0.0152588,0.213623,41,0.259399,0.038147,3,99
74,-77.9995,587,617,0.640869,1.06049,0.778198,0.0152588,0.282288,43,0.297546,0.0610352,3,98
75,-78.9987,658,665,0.549316,0.968933,0.709534,0.0228882,0.259399,43,0.267029,0.038147,3,98
76,-79.9988,686,661,0.564575,0.892639,0.686646,0.0152588,0.205994,41,0.259399,0.038147,3,98
77,-80.9992,624,667,0.62561,0.976562,0.762939,0.0152588,0.213623,41,0.259399,0.038147,3,98
78,-81.9998,630,649,0.587463,0.999451,0.75531,0.0152588,0.244141,44,0.267029,0.038147,3,98
79,-82.9987,642,645,0.572205,0.984192,0.732422,0.0152588,0.25177,45,0.267029,0.038147,3,98
80,-83.9985,642,616,0.617981,0.938416,0.732422,0.0152588,0.205994,44,0.259399,0.0457764,3,98
81,-84.9996,665,661,0.610352,0.892639,0.679016,0.0152588,0.213623,46,0.259399,0.038147,3,98
82,-85.9996,655,651,0.541687,0.984192,0.770569,0.0152588,0.213623,47,0.267029,0.038147,3,98
83,-86.9988,652,642,0.595093,0.938416,0.640869,0.0152588,0.297546,47,0.25177,0.038147,3,99
84,-87.9991,612,645,0.656128,0.976562,0.732422,0.0152588,0.244141,46,0.297546,0.038147,3,99
85,-88.999,661,637,0.564575,0.946045,0.732422,0.0228882,0.213623,47,0.267029,0.0457764,3,99
86,-89.9989,601,629,0.640869,1.02234,0.785828,0.0152588,0.236511,47,0.312805,0.0610352,3,99
87,-90.9986,652,653,0.564575,0.968933,0.740051,0.0152588,0.228882,47,0.259399,0.0305176,3,98
88,-91.9986,645,642,0.656128,0.892639,0.679016,0.0152588,0.213623,46,0.267029,0.038147,3,98
89,-93,658,645,0.579834,0.938416,0.732422,0.0152588,0.205994,46,0.259399,0.038147,3,98
90,-93.9991,661,657,0.579834,0.930786,0.717163,0.0152588,0.213623,45,0.289917,0.0457764,3,97
91,-94.9998,679,618,0.541687,0.930786,0.717163,0.0152588,0.213623,44,0.259399,0.0457764,3,97
92,-95.9985,679,666,0.564575,0.907898,0.694275,0.00762939,0.213623,45,0.259399,0.0305176,3,97
93,-96.9999,686,643,0.526428,0.930786,0.724792,0.0152588,0.205994,45,0.267029,0.038147,3,97
94,-97.9988,672,648,0.526428,0.961304,0.747681,0.0152588,0.213623,46,0.267029,0.0534058,3,97
95,-99,655,652,0.549316,0.976562,0.747681,0.0152588,0.228882,46,0.267029,0.038147,3,97
96,-99.9992,652,664,0.610352,0.923157,0.709534,0.0152588,0.213623,46,0.289917,0.038147,3,97
97,-100.999,579,643,0.694275,1.02997,0.801086,0.0152588,0.228882,47,0.320435,0.0534058,3,97
98,-102,665,653,0.549316,0.953674,0.732422,0.0152588,0.221252,48,0.267029,0.0457764,3,97
99,-102.999,642,639,0.595093,0.961304,0.740051,0.0228882,0.221252,48,0.305176,0.0457764,3,97
100,-103.999,642,630,0.595093,0.961304,0.740051,0.0534058,0.221252,45,0.267029,0.038147,3,97
101,-104.999,633,647,0.63324,0.946045,0.717163,0.0152588,0.228882,46,0.320435,0.0457764,3,98
102,-105.999,639,647,0.541687,1.02234,0.75531,0.0152588,0.267029,44,0.259399,0.038147,3,98
103,-106.999,686,629,0.541687,0.915527,0.701904,0.0152588,0.213623,45,0.274658,0.0305176,3,98
104,-107.999,630,654,0.62561,0.961304,0.740051,0.0152588,0.221252,46,0.282288,0.038147,3,98
105,-108.999,675,628,0.556946,0.923157,0.709534,0.0152588,0.213623,46,0.259399,0.038147,3,99
106,-109.999,648,617,0.617981,0.923157,0.701904,0.0152588,0.221252,49,0.282288,0.0457764,3,99
107,-110.999,636,601,0.63324,0.938416,0.724792,0.0228882,0.213623,49,0.267029,0.0457764,3,99
108,-112,585,635,0.663757,1.04523,0.823975,0.0152588,0.221252,49,0.259399,0.0534058,3,99
109,-112.999,598,640,0.617981,1.05286,0.801086,0.0228882,0.25177,50,0.259399,0.0534058,3,100
110,-113.999,679,641,0.534058,0.938416,0.709534,0.0228882,0.228882,50,0.259399,0.0457764,3,100
111,-114.999,672,629,0.541687,0.946045,0.724792,0.0152588,0.221252,48,0.267029,0.0457764,3,100
112,-115.999,598,599,0.640869,1.02997,0.793457,0.0152588,0.236511,48,0.259399,0.0457764,3,100
113,-116.999,636,614,0.63324,0.938416,0.724792,0.0152588,0.213623,49,0.297546,0.038147,3,100
114,-117.999,590,659,0.617981,1.07574,0.839233,0.0228882,0.236511,49,0.274658,0.0534058,3,100
115,-119,630,634,0.564575,1.02234,0.801086,0.0152588,0.221252,52,0.282288,0.0457764,3,100
116,-120,645,638,0.579834,0.968933,0.747681,0.0152588,0.221252,52,0.267029,0.0457764,3,100
